################
### Dynasty dynasty_adarfiruzen
################

lineofadarfiruzen1 = {
	name = Ramisht
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen8
	mother = lineofvisnarmaken38

	sexuality = heterosexual

	diplomacy = 7
	martial = 4
	stewardship = 5
	intrigue = 5
	learning = 1
	prowess = 2

	trait = fickle
	trait = shy
	trait = lazy
	trait = education_diplomacy_2

	6862.07.22 = {
	    birth = yes
	}
	6886.01.18 = {  # Married at age 23
	    add_spouse = lineofvisnarmaken50
	}
	6949.06.28 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen15 = {
	name = Ramburzin
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen9
	mother = lineofvisnarmaken40

	sexuality = heterosexual

	diplomacy = 6
	martial = 3
	stewardship = 2
	intrigue = 1
	learning = 6
	prowess = 6

	trait = gluttonous
	trait = zealous
	trait = vengeful
	trait = education_martial_2

	6874.11.05 = {
	    birth = yes
	}
	6891.05.15 = {  # Married at age 16
	    add_spouse = lineofvisnarmaken53
	}
	6956.04.20 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen16 = {
	name = Meherafshan
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen9
	mother = lineofvisnarmaken40

	sexuality = heterosexual

	diplomacy = 1
	martial = 2
	stewardship = 6
	intrigue = 3
	learning = 2
	prowess = 5

	trait = lazy
	trait = eccentric
	trait = ambitious
	trait = education_martial_1

	6875.12.08 = {
	    birth = yes
	}
	6893.07.28 = {  # Married at age 17
	    add_spouse = lineofvisnarmaken57
	}
	6895.12.27 = {  
	    death = { death_reason = death_battle }
	}
}

lineofesrecarzen17 = {
	name = Dravasp
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen15

	sexuality = heterosexual

	diplomacy = 5
	martial = 4
	stewardship = 10
	intrigue = 6
	learning = 3
	prowess = 6

	trait = bastard

	trait = compassionate
	trait = arbitrary
	trait = craven
	trait = education_martial_2

	6890.06.06 = {
	    birth = yes
	}
	6978.12.13 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen18 = {
	name = Hutosh
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen9
	mother = lineofvisnarmaken40

	sexuality = heterosexual

	diplomacy = 7
	martial = 6
	stewardship = 4
	intrigue = 4
	learning = 4
	prowess = 1

	trait = paranoid
	trait = patient
	trait = shy
	trait = education_martial_2

	6876.02.01 = {
	    birth = yes
	}
	6953.11.05 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen19 = {
	name = Khubchehr
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen13
	mother = lineofmentarez30

	sexuality = heterosexual

	diplomacy = 4
	martial = 2
	stewardship = 3
	intrigue = 2
	learning = 4
	prowess = 6

	trait = vengeful
	trait = callous
	trait = diligent
	trait = education_martial_3

	6878.05.13 = {
	    birth = yes
	}
	6954.09.12 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen20 = {
	name = Hufriya
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen13
	mother = lineofmentarez30

	sexuality = heterosexual

	diplomacy = 3
	martial = 5
	stewardship = 4
	intrigue = 5
	learning = 4
	prowess = 4

	trait = greedy
	trait = deceitful
	trait = sadistic
	trait = education_intrigue_3

	6879.02.20 = {
	    birth = yes
	}
	6970.05.11 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen21 = {
	name = Dadmeher
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen13
	mother = lineofmentarez30

	sexuality = heterosexual

	diplomacy = 5
	martial = 3
	stewardship = 7
	intrigue = 3
	learning = 2
	prowess = 4

	trait = calm
	trait = sadistic
	trait = brave
	trait = education_stewardship_1

	6880.02.26 = {
	    birth = yes
	}
	6967.08.16 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen22 = {
	name = Meherpaekar
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen14
	mother = lineofvisnarmaken50

	sexuality = heterosexual

	diplomacy = 2
	martial = 2
	stewardship = 1
	intrigue = 5
	learning = 6
	prowess = 2

	trait = wrathful
	trait = vengeful
	trait = content
	trait = education_martial_1

	6886.04.07 = {
	    birth = yes
	}
	6964.09.14 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen23 = {
	name = Nariman
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen14
	mother = lineofvisnarmaken50

	sexuality = heterosexual

	diplomacy = 6
	martial = 7
	stewardship = 7
	intrigue = 6
	learning = 7
	prowess = 1

	trait = stubborn
	trait = gregarious
	trait = compassionate
	trait = education_intrigue_1

	6887.01.02 = {
	    birth = yes
	}
	6969.03.06 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen24 = {
	name = Huafrid
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen14
	mother = lineofvisnarmaken50

	sexuality = heterosexual

	diplomacy = 3
	martial = 2
	stewardship = 2
	intrigue = 5
	learning = 8
	prowess = 5

	trait = cynical
	trait = just
	trait = stubborn
	trait = education_learning_2

	6888.05.01 = {
	    birth = yes
	}
	6974.04.10 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen25 = {
	name = Sherfiruz
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen15
	mother = lineofvisnarmaken53

	sexuality = heterosexual

	diplomacy = 10
	martial = 7
	stewardship = 3
	intrigue = 3
	learning = 2
	prowess = 2

	trait = deceitful
	trait = zealous
	trait = wrathful
	trait = education_diplomacy_1

	6891.08.08 = {
	    birth = yes
	}
	6983.05.16 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen26 = {
	name = Meherbanu
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen15
	mother = lineofvisnarmaken53

	sexuality = heterosexual

	diplomacy = 2
	martial = 3
	stewardship = 6
	intrigue = 4
	learning = 3
	prowess = 7

	trait = trusting
	trait = shy
	trait = diligent
	trait = education_martial_4

	6892.06.22 = {
	    birth = yes
	}
	6943.04.22 = {  
	    death = { death_reason = death_accident }
	}
}

lineofesrecarzen27 = {
	name = Upamana
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen15
	mother = lineofvisnarmaken53

	sexuality = heterosexual

	diplomacy = 5
	martial = 6
	stewardship = 8
	intrigue = 4
	learning = 6
	prowess = 7

	trait = humble
	trait = lustful
	trait = fickle
	trait = education_stewardship_4

	6893.06.03 = {
	    birth = yes
	}
	6916.08.07 = {  # Married at age 23
	    add_spouse = lineoftarimez41
	}
	6979.11.06 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen28 = {
	name = Smardis
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen16
	mother = lineofvisnarmaken57

	sexuality = heterosexual

	diplomacy = 5
	martial = 4
	stewardship = 5
	intrigue = 4
	learning = 1
	prowess = 3

	trait = shy
	trait = arrogant
	trait = eccentric
	trait = education_diplomacy_4

	6893.10.26 = {
	    birth = yes
	}
	6910.06.12 = {  # Married at age 16
	    add_spouse = lineofesrecarzen26
	}
	6965.06.05 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen29 = {
	name = Khushchehr
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen16
	mother = lineofvisnarmaken57

	sexuality = heterosexual

	diplomacy = 1
	martial = 7
	stewardship = 3
	intrigue = 3
	learning = 4
	prowess = 5

	trait = greedy
	trait = callous
	trait = brave
	trait = education_learning_1

	6894.09.06 = {
	    birth = yes
	}
	6949.05.16 = {  
	    death = { death_reason = death_dungeon_passive }
	}
}

lineofesrecarzen30 = {
	name = Kharad
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen16
	mother = lineofvisnarmaken57

	sexuality = heterosexual

	diplomacy = 4
	martial = 5
	stewardship = 6
	intrigue = 7
	learning = 3
	prowess = 4

	trait = temperate
	trait = greedy
	trait = diligent
	trait = education_martial_4

	6895.07.11 = {
	    birth = yes
	}
	6982.12.03 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen31 = {
	name = Azadmard
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen28
	mother = lineofesrecarzen26

	sexuality = heterosexual

	diplomacy = 3
	martial = 1
	stewardship = 2
	intrigue = 5
	learning = 2
	prowess = 6

	trait = lazy
	trait = arrogant
	trait = calm
	trait = education_martial_2

	6910.05.20 = {
	    birth = yes
	}
	6934.07.22 = {  # Married at age 24
	    add_spouse = lineofesrecarzen35
	}
	6998.04.04 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen32 = {
	name = Mahin
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen28
	mother = lineofesrecarzen26

	sexuality = heterosexual

	diplomacy = 3
	martial = 8
	stewardship = 6
	intrigue = 4
	learning = 3
	prowess = 5

	trait = shy
	trait = greedy
	trait = calm
	trait = education_martial_3

	6911.02.03 = {
	    birth = yes
	}
	6984.02.26 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen33 = {
	name = Artdokht
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen28
	mother = lineofesrecarzen26

	sexuality = heterosexual

	diplomacy = 2
	martial = 4
	stewardship = 5
	intrigue = 6
	learning = 6
	prowess = 4

	trait = shy
	trait = compassionate
	trait = lazy
	trait = education_martial_4

	6912.03.25 = {
	    birth = yes
	}
	6964.04.25 = {  
	    death = { death_reason = death_accident }
	}
}

lineofesrecarzen34 = {
	name = Farrokhan
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen9
	mother = lineofvisnarmaken47

	sexuality = heterosexual

	diplomacy = 6
	martial = 5
	stewardship = 5
	intrigue = 3
	learning = 6
	prowess = 6

	trait = chaste
	trait = humble
	trait = diligent
	trait = education_diplomacy_4

	6913.01.01 = {
	    birth = yes
	}
	6930.05.16 = {  # Married at age 17
	    add_spouse = lineofesrecarzen33
	}
	6989.03.16 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen35 = {
	name = Gulafruz
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen9
	mother = lineofvisnarmaken47

	sexuality = heterosexual

	diplomacy = 2
	martial = 3
	stewardship = 4
	intrigue = 7
	learning = 3
	prowess = 2

	trait = sadistic
	trait = humble
	trait = vengeful
	trait = education_intrigue_3

	6914.04.19 = {
	    birth = yes
	}
	6990.08.10 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen36 = {
	name = Mahyar
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen9
	mother = lineofvisnarmaken47

	sexuality = heterosexual

	diplomacy = 3
	martial = 4
	stewardship = 5
	intrigue = 4
	learning = 4
	prowess = 7

	trait = callous
	trait = deceitful
	trait = stubborn
	trait = education_martial_3

	6915.07.22 = {
	    birth = yes
	}
	6933.07.10 = {  # Married at age 17
	    add_spouse = lineofesrecarzen32
	}
	7007.03.23 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen37 = {
	name = Safna
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen27
	mother = lineoftarimez41

	sexuality = heterosexual

	diplomacy = 5
	martial = 6
	stewardship = 3
	intrigue = 9
	learning = 3
	prowess = 8

	trait = wrathful
	trait = content
	trait = just
	trait = education_intrigue_1

	6916.10.19 = {
	    birth = yes
	}
	6938.11.22 = {  # Married at age 22
	    add_spouse = lineoftarimez49
	}
	7014.01.02 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen38 = {
	name = Shakerbanu
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen27
	mother = lineoftarimez41

	sexuality = heterosexual

	diplomacy = 6
	martial = 5
	stewardship = 6
	intrigue = 7
	learning = 8
	prowess = 5

	trait = just
	trait = patient
	trait = content
	trait = education_martial_3

	6917.05.27 = {
	    birth = yes
	}
	7004.03.02 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen39 = {
	name = Sarosh
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen27
	mother = lineoftarimez41

	sexuality = heterosexual

	diplomacy = 4
	martial = 4
	stewardship = 4
	intrigue = 6
	learning = 3
	prowess = 10

	trait = content
	trait = diligent
	trait = vengeful
	trait = education_martial_2

	6918.03.10 = {
	    birth = yes
	}
	7004.08.24 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen40 = {
	name = Fardad
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen34
	mother = lineofesrecarzen33

	sexuality = heterosexual

	diplomacy = 2
	martial = 2
	stewardship = 4
	intrigue = 10
	learning = 4
	prowess = 4

	trait = lustful
	trait = diligent
	trait = gregarious
	trait = education_intrigue_3

	6930.01.04 = {
	    birth = yes
	}
	6954.06.12 = {  # Married at age 24
	    add_spouse = lineofvisnarmaken73
	}
	7015.09.01 = {  # Married at age 85
	    add_spouse = lineofesrecarzen46
	}
	7021.06.01 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen41 = {
	name = Gulandam
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen34
	mother = lineofesrecarzen33

	sexuality = heterosexual

	diplomacy = 3
	martial = 2
	stewardship = 3
	intrigue = 4
	learning = 5
	prowess = 5

	trait = content
	trait = zealous
	trait = patient
	trait = education_learning_2

	6931.05.05 = {
	    birth = yes
	}
	6988.12.16 = {  
	    death = { death_reason = death_murder }
	}
}

lineofesrecarzen42 = {
	name = Habub
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen34
	mother = lineofesrecarzen33

	sexuality = heterosexual

	diplomacy = 7
	martial = 5
	stewardship = 3
	intrigue = 2
	learning = 6
	prowess = 6

	trait = fickle
	trait = cynical
	trait = just
	trait = education_learning_1

	6932.01.13 = {
	    birth = yes
	}
	6953.03.03 = {  # Married at age 21
	    add_spouse = lineofesrecarzen46
	}
	7013.01.15 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen43 = {
	name = Wehafrid
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen36
	mother = lineofesrecarzen32

	sexuality = heterosexual

	diplomacy = 6
	martial = 3
	stewardship = 2
	intrigue = 6
	learning = 6
	prowess = 4

	trait = craven
	trait = generous
	trait = callous
	trait = education_intrigue_3

	6933.01.21 = {
	    birth = yes
	}
	6949.03.22 = {  # Married at age 16
	    add_spouse = lineofvisnarmaken68
	}
	7025.03.20 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen44 = {
	name = Farida
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen36
	mother = lineofesrecarzen32

	sexuality = heterosexual

	diplomacy = 5
	martial = 2
	stewardship = 3
	intrigue = 9
	learning = 7
	prowess = 5

	trait = gluttonous
	trait = lustful
	trait = paranoid
	trait = education_intrigue_4

	6934.01.04 = {
	    birth = yes
	}
	7009.09.02 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen45 = {
	name = Hoshedar
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen31
	mother = lineofesrecarzen35

	sexuality = heterosexual

	diplomacy = 5
	martial = 4
	stewardship = 4
	intrigue = 3
	learning = 4
	prowess = 4

	trait = stubborn
	trait = eccentric
	trait = diligent
	trait = education_diplomacy_3

	6934.05.16 = {
	    birth = yes
	}
	6953.08.11 = {  # Married at age 19
	    add_spouse = lineofvisnarmaken74
	}
	7014.12.16 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen46 = {
	name = Mahin
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen36
	mother = lineofesrecarzen32

	sexuality = heterosexual

	diplomacy = 1
	martial = 9
	stewardship = 5
	intrigue = 7
	learning = 3
	prowess = 1

	trait = stubborn
	trait = arbitrary
	trait = temperate
	trait = education_stewardship_4

	6935.09.07 = {
	    birth = yes
	}
	7017.10.21 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen47 = {
	name = Samanrukh
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen31
	mother = lineofesrecarzen35

	sexuality = heterosexual

	diplomacy = 7
	martial = 5
	stewardship = 2
	intrigue = 2
	learning = 4
	prowess = 3

	trait = vengeful
	trait = trusting
	trait = content
	trait = education_diplomacy_3

	6935.06.25 = {
	    birth = yes
	}
	7004.09.01 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen48 = {
	name = Keherafrid
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen31
	mother = lineofesrecarzen35

	sexuality = heterosexual

	diplomacy = 6
	martial = 8
	stewardship = 4
	intrigue = 4
	learning = 5
	prowess = 7

	trait = vengeful
	trait = sadistic
	trait = arbitrary
	trait = education_martial_3

	6936.11.03 = {
	    birth = yes
	}
	7016.03.13 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofesrecarzen49 = {
	name = Goharafrid
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_esrecarzen
	father = lineofesrecarzen37
	mother = lineoftarimez49

	sexuality = heterosexual

	diplomacy = 4
	martial = 1
	stewardship = 3
	intrigue = 3
